PG1,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,VM37,VM33,VM30,VM34,VM31,VM35,VM36,VM39,VM38,VM32,Feas
8.224224224224285,5.3703703703703995,0.5873873873874568,4.785065065065133,6.780600600600662,3.0654654654655293,4.358438438438501,1.2555055055055795,4.536536536536613,1.0104089976022388,0.9682593410063038,1.0067867867877245,0.9616216216219391,1.150050546145319,1.0035087510357745,1.013993993994376,0.9430725007418728,0.9736336336338873,0.8840202332664711,0.0
0.7754246271854452,1.0595595595598246,1.79479479480175,3.462942942938312,6.168312658581813,2.4923154935420726,4.610103469925575,6.069719719679764,7.509509509503121,5.671019622124991,4.352985712776332,5.700306580747989,4.355419665969949,6.836167506089128,3.2465557784109915,0.28931308122694394,6.476471756042017,5.697286866925419,5.680507738114447,0.0
8.349149149150119,6.1396396396402375,4.222662662663765,0.9865065065076447,4.077987987989079,1.6720720720731654,0.6887687687698456,1.7490490490502046,7.487487487488449,0.9440840840868041,0.9546245376093545,0.9933333333390508,0.9491172331356774,1.3196873325535536,0.9705105105142273,1.0184384384403902,0.9984929640612167,1.0115915915931464,0.916893425499352,0.0
3.060660660661036,0.32657657657688827,4.901421421421808,4.469789789790179,0.9008708708712702,2.850650650651047,5.634354354354718,6.173623623623997,7.762762762763142,0.9772372372381364,0.95674433306629,1.0155555555569715,0.9515986816192304,1.1774257730563924,0.947327327328378,0.990690690691261,0.9717220896342409,0.9849249249254893,0.8888081493073638,0.0
5.965165165165416,0.08708708708730167,2.297337337337616,0.8492092092094935,6.478018018018277,5.277477477477736,5.594834834835087,3.212362362362637,5.373373373373648,1.0789866762668159,0.9873955590931989,1.0404287297053139,0.9469669669675749,1.195020702863736,1.0365904745093648,1.0238438438445916,1.0371032056710177,1.0478678678684572,0.9628861985859217,0.0
5.809009009010708,2.7722722722734554,4.5555155155173415,4.149429429431285,1.1896996997015945,4.70270270270456,2.4389189189206837,5.688738738740559,9.942942942944677,0.9367416212528034,0.9738348985302929,1.0097897898085373,0.9695087503749624,0.9987974372796545,1.024960718996853,1.0403003003076883,0.9606318809343609,0.9898498498557237,0.8588456691255884,0.0
5.797092715111145,3.2574284251253633,2.9826226228567077,1.688248248491777,4.277417417648054,0.7315315317708715,2.327033850252451,0.44159159185107805,5.352651752510567,5.759717345967149,6.0930446174077355,6.132863121565617,6.095506595905561,7.959913060939237,6.410985260665696,6.576592661562707,7.345108595673908,0.0302035040631387,6.860881784130546,0.0
8.432432432432432,6.016266266266267,6.069669669669669,1.2916116116116116,6.73933933933934,4.737537537537538,5.165765765765765,6.675825825825826,8.104104104104104,0.9834236461535654,1.0077027501556297,1.025885885885886,1.0039952638989107,1.0306906906906907,0.9498498498498498,1.0368168168168168,0.9953753753753753,0.9843243243243243,0.963063063063063,0.0
1.3117117117118553,5.348598598598673,4.333613613613758,0.4830830830832323,4.965105105105244,5.399399399399536,4.4657057057058465,1.930880880881034,3.765765765765921,0.9822822822828144,0.9716406543412359,1.0263663663673064,0.9619819819823476,1.4038046774775361,0.9990990990997078,1.004984984985324,0.9781545801854161,0.9825225225228209,0.9474382579125488,0.0
4.5701701701701705,5.138138138138138,3.295895895895896,4.76980980980981,3.6860060060060063,3.796996996996997,2.3429429429429427,5.0912912912912915,9.733733733733734,0.9635048029643841,0.9688288288288288,1.0222822822822824,0.9728376340687056,1.0353753753753754,1.017490560305216,0.9849254393984029,0.9584984984984984,1.036096096096096,0.9084732422290369,0.0
