PG1,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,VM37,VM33,VM30,VM34,VM31,VM35,VM36,VM39,VM38,VM32,Feas
4.679132798680371,6.921792764221783,6.217375044866593,1.2023689730166593,6.054801829367256,5.677869223063264,5.41777419721947,8.602791793086041,10.547246559531855,0.9942999928397634,0.9993199213698534,1.00339823877104,0.9632450299577865,0.9571604332480316,1.0411612053039845,1.005280022246743,0.9436054120795222,1.04867539296652,0.9789430640015903,1.0
4.732431327582009,6.729280069925926,6.363703623521734,1.4936462699150368,5.780611394772673,5.575367737152644,5.4859589043336365,8.60391087687132,10.740620891354085,1.0173030126330276,0.9752311234086619,1.018232196793355,0.9505641837972115,0.9755081236007898,0.9980401606702046,1.0020521260135906,1.0259764904380693,0.9596393402063739,0.9962608798862546,1.0
4.713952360235813,6.895589125121874,6.231391933325674,1.3347214210566312,5.882603585009717,5.627556487926161,5.620115425400988,8.30877329490524,10.787836463834884,1.0058318503427321,1.0139669484031095,1.0164973590282522,0.9807566264127414,0.9799429839621269,1.0564414521813406,1.0222203858554135,0.9692474735099675,1.0382765765114756,0.9611046705257128,1.0
4.899654396424065,6.8550280378079895,6.133045739499895,1.0333888320484392,6.391098273451881,5.621484017520508,5.411996782675449,8.298145902440622,10.716329585783138,1.0079634302720732,0.9427753217668272,1.0224888677262174,0.9651485737994611,0.9458861251315949,0.9976413562825018,1.0494421730604904,1.0571252151404655,1.0141082872699865,0.9539487685929284,1.0
4.814294771568178,7.158658792707945,6.195305488766366,0.9286939309439867,6.436093478150905,5.638394998435798,5.245009742536136,8.330938266405838,10.894872785069449,0.9835792855537996,0.9550795921552603,1.0007425960510548,0.9636228194640851,0.952197568841188,1.0320073067881026,1.0155290357323845,1.0125962346514286,0.9560287620869201,0.9687897481371951,1.0
4.930697458309283,7.230420456266095,6.332220671550208,1.040641402301061,6.730069890240592,5.328629072017723,5.415866575068751,7.4679798070086445,10.982670887446151,1.040811695267213,0.9906723979827464,1.0361689550336488,0.9963300864441427,0.9902282170458436,0.9937675875699904,0.9824208138807994,1.0372215788042518,0.9661758746633251,0.9958484727809293,1.0
4.8976109258835745,7.134284503617423,6.326883716937727,1.1530660957888454,6.726887904327545,5.554439549090243,5.535968115718219,7.257013656094757,10.906555360167236,1.0441893704964063,0.9892045284789333,1.033767276365253,0.9519118328542174,1.0093965419436781,0.9532304904734077,1.0083017555781995,1.0173961809514596,0.979528704572827,1.0078984710214858,1.0
4.912540798900494,7.114871342895168,6.322502400186854,1.255839898737225,6.70661690521354,5.6432755728744235,5.576019863578498,7.169195278521351,10.895392257531563,1.0388971007539185,0.99910889147667,1.0315438518261573,0.9722527932519409,1.0065972674739847,0.9615688159792329,1.0182148460101677,1.019118021942947,0.9679870260076401,0.9936370676740383,1.0
4.887849777446382,7.12204286708792,6.37689121274469,1.2621587931900264,6.619032354874559,5.7868768283038055,5.513210045554226,7.12734076928989,10.892416210061278,1.0391354561924375,1.0139831452895864,1.0330066634849844,0.9968945134812521,0.9744763292592984,0.9761058209036775,1.0227503400082347,0.9870439411202494,1.0335889789001305,0.9975514565146889,1.0
5.234515580232195,6.859981702374011,6.333903866696059,1.4506510115321576,6.739209972474355,5.588475188031349,5.455871107979855,6.976668154645065,10.743510623973188,1.0138121036064187,0.998635386310769,1.0411570603215834,0.9407490817518844,0.9472450990957069,1.0506551772639692,1.0495497500278554,0.9816799583043958,1.013580413475732,0.9905240444725003,1.0
5.243393904769401,6.8872008180529,6.341253731328923,1.4231890851747988,6.693212357321885,5.57873956512854,5.4416274207876265,6.966627746639525,10.702430929237693,0.9971395986121827,1.0041583821489648,1.0203367111541548,0.9700821083334271,0.9452956065505166,1.0391742072003567,1.0427050724215081,0.9433309596582935,0.9959551649149763,0.9775244046863201,1.0
5.647206652420826,6.751435547611218,6.1436897301200775,1.500882028138494,6.576074458266968,5.419422592277378,5.422967162122354,7.0856242158529135,10.66928851017997,0.9953026851412188,0.9980168500807748,1.0022112480255565,0.9930585984216884,0.9442073948736487,0.9575874300116953,0.9935948731493707,1.0019013792030422,0.976335438922652,0.9755592657825917,1.0
5.6043733772969775,6.969426288089091,5.7263975395647435,1.9055764241293844,6.490581871707567,5.641047853130797,5.201255435052794,7.596113395625974,10.073044879419717,0.9956390912933533,0.9527795744952321,1.0254026143457717,0.9591800560372626,0.950844824490367,1.0209277549420168,0.9837156514483829,0.9444440906311938,1.0366597898220187,0.9702472189903039,1.0
5.733773807745641,7.07343211590861,5.73614909141763,2.0239284469517584,6.581370360564419,5.593557087928599,5.232454500552782,7.655313376325448,10.060365609265494,0.9834685877234828,0.9549389038466114,0.9964131971452743,0.9744039134182022,0.9515475192866726,1.030984762237249,1.0110519890693153,0.9862498496412355,1.0011360362751114,0.9578406022975893,1.0
5.697140067566559,7.090883541894284,5.6995534701201995,1.9890110935993806,6.56512107481526,5.619584872526909,5.202981027984348,7.596029492690345,10.036292307702764,0.9816397516959967,0.9571640755521398,0.9926666962144077,0.9741598571722996,0.9657394469535538,1.0201073988773446,0.9830608048238637,0.9540662639956926,1.0277656027008708,0.9734174589476537,1.0
5.698985655662374,7.206040901710547,5.840955016911984,1.8882642041946662,6.450984234991187,5.539378622109197,5.029749930403106,7.805931893436795,9.903876902852424,0.9928441533046826,0.9724081516347812,1.0009546880303801,0.979753268257335,0.9806013891092538,0.9655391629673955,0.9715613922535421,0.9795309399075685,1.0222303981561176,0.9802879745770965,1.0
4.986005036635599,6.743196231363737,6.482071921767242,2.1069670978375026,6.802862578967087,5.565834210022856,5.470263541716383,7.3023711948485985,10.052213894515464,1.010240641456972,1.0098937169318454,1.0247552256711765,1.0065840048202161,0.9671899687947285,0.9602475060510968,0.9584168491344749,1.0349145943508278,1.0139850676206414,0.9968076958699555,1.0
