PG2,VM6,VM1,VM8,VM2,VM3,Feas
0.47114288462930587,1.011414156043147,1.0466472404912335,1.014983220050981,1.0270451768788178,1.010749872655361,1.0
0.4787821529584932,1.0095466644294953,1.0461130474048637,1.0070804469064916,1.0271163999584672,1.0130619488256745,1.0
0.5389861644000463,1.0019222052894272,1.02657070212314,1.011035917516085,1.0085820807835146,0.975962576056849,1.0
0.5859549291481635,0.9970329478698983,1.0253800745623043,1.0304739638459333,1.0091560270734958,0.9829654137508261,1.0
0.584065871482673,1.0084169826688858,1.031688363873768,1.0257767646346803,1.0127217293121582,0.9814898551891897,1.0
0.5666188540253903,1.0387380636574206,1.0254768588462926,1.0405079640608914,1.0081125773436999,0.9938898187561861,1.0
0.5287123313544129,1.0266878422896055,1.0164040783739514,0.9952758128757767,0.9980336692915033,0.951317363771739,1.0
0.45718978832698237,1.0301772861108176,1.008125561259054,1.0167910689043314,0.9881567254431366,0.9474892430151758,1.0
0.43907376834240497,1.032803211780893,1.0309851081790948,1.008187994374953,1.011462807211062,0.9648560963973974,1.0
0.4100316781805986,1.0462571158217493,1.0212413087991292,1.020052019198018,0.9974753382311407,0.9762321108213312,1.0
0.38510858315391533,1.0481381180394629,1.047361408343901,1.0414613067661573,1.0282064681922303,0.9958394478931999,1.0
0.3732147539442608,1.0191264167829648,1.0224812994217665,0.9754780242284932,1.0005127301166539,0.9709683306172436,1.0
0.3701764338255842,1.019324086981432,1.0195635444865783,0.9743478027966169,0.9974481194738407,0.9715601609923011,1.0
0.259473787205799,0.9717112151029401,1.0040280154722026,1.0219281872974473,0.9826541150113444,0.9561506923111971,1.0
0.24785340040376053,0.993773264146397,1.004316304498461,1.033465139223474,0.9819610671815013,0.9462446756304637,1.0
0.20968893093567026,0.9717068757639208,0.998301010013772,1.0283784150283928,0.9783205136996663,0.9631259620088705,1.0
0.17758760092700965,0.9997716106814016,0.9853608420047619,1.017762323407682,0.9605002606576405,0.9589999090797208,1.0
0.2031676958504972,1.030519190896087,1.0373766468614467,1.0180579581739064,1.0175646817996051,0.9962412883132957,1.0
0.21466402954402025,1.033750024136748,1.0195942554484123,0.9949168060869863,0.9967294716103109,0.9694141902970731,1.0
0.23653557848388457,0.9889905479140971,1.0190137094140035,1.0165102525026601,0.9963708921924169,0.9845340925552462,1.0
0.25783541274945226,1.0018737642692492,1.0316175129635055,1.026212474352307,1.0130528728940884,0.9967022895210891,1.0
0.2800708206769697,1.0025760318964416,1.0348855779155792,1.0297127709629847,1.0131069213387414,0.9917521991534385,1.0
0.27727763931903265,1.0159876836309523,1.0427901883334634,1.037845107179288,1.024511734303722,1.01092085365376,1.0
