PG1,PG2,PG3,PG5,VM4,VM1,VM5,VM3,Feas
0.37172069271588537,1.6721548895766307,5.135928710201284,0.8739016860730292,1.0625111396995777,1.0812626213440366,1.075169668091354,1.0913033997292922,1.0
0.3769199004169623,1.6780076533841792,5.1349355064178015,0.9167227342895657,1.0253518817895648,1.0544179858018743,1.0640982487707555,1.001118498461728,1.0
0.35261777449580795,1.6593578066065486,5.158307361933408,0.917695563476027,1.0176469048102428,1.0392815785887364,1.0583574592486045,1.0164218392794853,1.0
0.30440611220191466,1.6439561662135167,5.12072589173154,0.9750076520401771,1.0267038358211946,1.0456729708947945,1.044753267209339,1.0235659665929806,1.0
0.16363392066341687,1.6565208192072276,5.193732059262353,1.010867577372259,1.0509590805503652,1.075627180797975,1.093487023249775,1.0621966372640514,1.0
0.14715955219086205,1.6673519180897238,5.182294563906449,1.0250270376216875,1.0546320549093602,1.0824667713641698,1.0871228995681563,1.0604191741325608,1.0
0.30178267128165526,1.557344972352073,5.141127467343978,1.0651915525530657,1.0546214190166776,1.088173481132231,1.0927874660498371,1.0532808703480778,1.0
0.32927335965504634,1.605670796067737,5.170668865972859,1.0595630258244708,1.0065282654003584,1.036040957734933,1.0524056523832166,1.0029890815718265,1.0
0.19785048022759566,1.6121322404707765,5.156086629832287,1.1902199932670425,0.9554869748822862,0.9689676948801111,0.9817252155614002,0.9581279282610212,1.0
0.16308008367618212,1.5648018371770196,5.147343482812634,1.1714741533197988,0.9449357760837327,0.9507603014097062,0.9586393878127022,0.9374329029983838,1.0
0.20974599684387965,1.515027968298942,5.149044225463526,1.1963790976874462,0.9558987746268877,0.9724345235626843,0.962422880391355,0.9994688689365864,1.0
0.23169994495314253,1.521639164605737,5.181709522731502,1.212149089958736,0.9551232887425145,0.970845345303539,0.9605434426996906,0.9984248199152402,1.0
0.2197925945414604,1.4625601025201784,5.195774569477279,1.154211133179049,0.9281367054011606,0.9476609612011239,0.9599498489031175,0.971054923998359,1.0
0.23061424959277338,1.586854160909071,5.1980286061392,1.0340079781472153,0.907428939946194,0.9306396224552919,0.9520283491244833,0.9047990413368421,1.0
0.2825809012510537,1.600862321721362,5.1767590527532485,1.0249162331656418,0.9099368790272777,0.9487990731348287,0.9670203659516289,0.9135494268566206,1.0
0.28022568989569563,1.6034621889190022,5.185821794304913,1.025365531804721,0.9099159806524447,0.9465138641717116,0.9559804543581194,0.9082532541936856,1.0
0.2769129409623763,1.6020926760888379,5.1838546043494205,1.0302224343531259,0.9158924667752489,0.935270797145969,0.9537072538750883,0.9135342552229542,1.0
0.28212785607758517,1.5768306284393792,5.173863743001622,1.0366963778435228,0.924633641602837,0.9326989758986407,0.948006501405964,0.9240089063158843,1.0
0.28648220140683645,1.5890097996379031,5.137583331471657,1.014769463224037,0.9149298584124906,0.9226704709975206,0.9144246305402809,0.9518347747562338,1.0
0.27928576607850675,1.5876866531162805,5.1383756715257345,1.0248534672158398,0.9059411411148929,0.9122301021317476,0.9119456177830697,0.9461248211753912,1.0
0.26867498057537853,1.6699329554794584,5.105796583597946,0.9997339465594641,0.92805904630387,0.9245442892310822,0.9096759498255329,0.9520970657651039,1.0
0.25317225836603485,1.669086042910723,5.090357828074433,1.0495322939470118,0.9150908468067199,0.9323219872658413,0.9229063099579108,0.9538008003609413,1.0
0.2117217174620048,1.6784282228729652,5.086854789281024,1.0997949992256193,0.9396740701950992,0.9576380492954947,0.9592614930080404,0.950720793490922,1.0
0.1396591518542697,1.6750095069635214,5.176113178662956,1.078520772552658,0.9213216641635275,0.9273702948062508,0.9280300341630224,0.9223497300600318,1.0
0.1695288275532181,1.6415150701553753,5.169347750645934,1.102737578485302,0.9105094971177151,0.92356456920416,0.9117377789246977,0.9541773270977296,1.0
0.08836276662699855,1.6237358893121934,5.184400515542165,1.1633200728957214,0.9576390689213432,0.9945735482480146,1.0121032567641572,0.9176170166486434,1.0
0.09087509066840886,1.6804274001994148,5.151346135233015,1.1352480596454193,0.9734732095826164,0.993175011099116,0.9843629302415007,1.0178216146742458,1.0
0.0937230999175346,1.6826684787951451,5.151812175920455,1.1323756706415722,0.9684384142575763,0.992535091786835,0.9850324447710731,1.0148011944811441,1.0
0.017504895147333763,1.6519088827805017,5.187833127546179,1.2416461949169182,1.0464754897975754,1.0592701703996101,1.057505501913432,1.0360053862555043,1.0
0.09452841934642699,1.5485988377455076,5.093381711550949,1.3767133504400926,1.0419633029546371,1.060724684918146,1.0624202442889157,1.0243820273666644,1.0
0.14771843124543185,1.421465385589899,5.020066883057958,1.4639938074591266,1.0068879053428985,1.0136914357084008,1.0014507103528767,1.0445669662156774,1.0
0.03301334532115064,1.585227585537146,4.9847345673306265,1.4243946686801732,0.9724120701064531,0.9995229692130043,1.0043874132153499,0.9521132193450481,1.0
0.04859931779271559,1.5450117918348805,5.038585837736649,1.4153742036054637,0.9210531466347595,0.9478673804924095,0.9683896952368284,0.9313910715833391,1.0
