PG2,VM6,VM1,VM8,VM2,VM3,Feas
0.4496886348306167,1.0546182665504245,1.039829060916578,1.0101383357221516,1.0138974942834642,0.9949512736645144,1.0
0.44018410280578774,1.035591037159874,1.0345143095434903,1.0110224821738858,1.0081374058759787,0.9619354291096092,1.0
0.4654266617057736,1.0343312155128848,1.0210889012760336,1.0023005409453887,0.9968232740246445,0.9629847828307614,1.0
0.473525376301495,1.0360445561045046,1.0248635244557105,1.007845361861805,0.9994277391340999,0.964288835707622,1.0
0.48292442992130846,1.037425643827243,1.0381130010892774,1.0129464094542961,1.0126240103789175,0.9799532490194445,1.0
0.4934105300538833,1.0503902122594526,1.0339138886159742,1.0191247768638472,1.0084722993740667,0.9796332102093048,1.0
0.4838611481378078,1.0488086781567996,1.0332271668697854,1.0110060861498356,1.0103199741707503,0.9900148518870612,1.0
0.45657497164832533,1.0237439126486267,1.0409509645204011,1.003906570179516,1.015873902595214,0.9961370623204485,1.0
0.4419645039061116,1.0289918533068598,1.0366094577389346,1.0107337734051618,1.0117578321951215,0.9841667452386016,1.0
0.4357971996985461,1.028599168667926,1.03463617629717,1.0032438422843273,1.0095245369338695,0.9837380690334283,1.0
0.4331210602571504,1.0232430642521027,1.0336653345772506,1.0057036624714513,1.010714540048284,0.9871771942227329,1.0
0.42641816332823873,1.0259906795591465,1.039685867114875,1.010682049494332,1.015980652571678,0.9840321190994206,1.0
0.4245850685291178,1.0264050121716504,1.0410846625142467,1.0099076409218426,1.0165195064785724,0.9845299147671126,1.0
0.4287056452504231,1.011925233184168,1.0351321066838186,1.0001186267122189,1.0130943647538762,0.9901475927923724,1.0
0.4386455513979506,1.0341774169606113,1.0260868176118079,0.9818760970719711,1.0024470375772376,0.9707993504584704,1.0
0.4096768007729788,1.0185361355162188,1.0216236514210377,0.9745080355989985,0.9970643848055966,0.972672584593339,1.0
0.41135479891447546,1.0052348072420234,1.0216638235039819,0.9925964341663933,0.9951423677735116,0.9704462475619132,1.0
0.4138154825438287,1.0109342420134908,1.0166779242125576,1.0112037468745347,0.9915734790239543,0.9642991657179927,1.0
0.4115679351873503,1.0068559500422505,1.0123344622857033,1.0128451877716695,0.988674224288462,0.9629691730870668,1.0
0.4161182700662813,0.9861431806899723,1.017839427666031,1.0186606158686635,0.9933634614968224,0.9631893045447946,1.0
0.410699226123897,0.9872992631594918,1.0113089684003487,1.0196359376717397,0.9857196566671663,0.9496900902731179,1.0
0.43109454528114965,0.9780890020614781,1.0052590410076867,1.004895264396374,0.9806030778658871,0.9491993515063462,1.0
0.42920624397993257,0.986012712760881,0.99919503583344,1.0050036230187809,0.9762193365637264,0.9483228562962496,1.0
0.43112518314776566,0.9787235941091678,1.004342578267811,0.9873872506586859,0.9812694881374546,0.9566932686723532,1.0
0.431605006219633,0.9794633742866699,1.0023231309048002,0.9845196850327556,0.9797026435353493,0.957962116295561,1.0
0.4220449944717352,0.9806147872729318,1.0132416070162589,0.9670407717663728,0.9885920897898667,0.964880137990899,1.0
0.40441600666281907,1.000118720931435,1.0176426107335967,0.9588801684770014,0.9943188870790923,0.9721925955047224,1.0
0.40669741201012155,1.0104790318492933,1.0276590536818038,0.9679190607873239,1.0017794209703887,0.9749880300610156,1.0
0.3990447381205351,1.0014717886620537,1.019609338314602,0.9593707677965565,0.9940946848359153,0.9708863669025835,1.0
0.3923272701056011,1.0120384523213495,1.0142127515107375,0.9597153633231832,0.9869687299530618,0.9635152052208154,1.0
0.39150051326894036,0.9814719019468692,1.0019219651002051,0.9726014394055743,0.9790207824850284,0.957687865727192,1.0
0.38403536250462966,0.9944185851618805,1.0007067400583116,0.9839176169406241,0.9772267492751977,0.9484496952661454,1.0
0.3988837550889329,0.9945383332339846,1.0048370562326483,0.9795427194777694,0.9801315598923213,0.9499514229996893,1.0
0.4264427053613603,0.994013550434722,0.9974712477648586,1.0209955841518732,0.9695926269281185,0.941506111643509,1.0
0.43461066277533517,1.0075745976341435,0.9966463932435803,1.020845162305272,0.9708937904431416,0.9403466228483883,1.0
0.44291564507475567,1.014369946772793,0.9907258036382435,1.0121692641698397,0.9655762818333828,0.9510074253251386,1.0
0.45924085275849635,0.9973581681138936,0.9962547280262777,1.0038980582014883,0.9691841474723737,0.9401267525096495,1.0
0.4995636190251182,0.9924792858081531,1.014141173741672,0.9570175319671442,0.9907271993850929,0.9643308574357139,1.0
0.49998995473602303,0.9927984917687275,1.0168116794047468,0.9543700798980562,0.992622853408853,0.9649874746178204,1.0
0.5040833598403055,1.0065880629653676,1.0151939198254587,0.9756644180586627,0.9902758202915928,0.964688539098601,1.0
0.4927085405624167,1.031601285845358,1.0295714696861764,0.9784403609212248,1.005809849213902,0.9707341118805606,1.0
0.5002403120788601,1.0080634126503967,1.0187690275530645,0.9650930739759441,0.9977075594336687,0.9741410480288363,1.0
0.5389471684942334,1.0217695259487345,1.0244402350061448,0.970538518717673,1.0010632254714482,0.9650471918881856,1.0
0.5511537871571829,1.0410795234178005,1.0334089378059022,1.0052178593844316,1.0110744239768368,0.9699489718139253,1.0
0.5477655622552976,1.0373002485235772,1.0378854337601178,1.0116356383884344,1.0125236384204126,0.9698214720828899,1.0
0.5380113409647269,1.0307851146103528,1.0261158318454533,1.0068722729660609,1.0042510666994984,0.9657070821233297,1.0
0.5434790827322458,0.9918233554687326,1.0258712353238273,1.001421007518571,1.0041305175706743,0.9817340759438825,1.0
0.5495288579057551,0.9889270662155234,1.0322703964686526,1.013339471156118,1.0098554008563707,0.9834631445258527,1.0
0.5367717183473876,1.0320415727209062,1.0150227713210407,1.0076964156601669,0.9925109963058623,0.9653277951857319,1.0
0.5201706407731029,1.021156329305404,1.0298936952380537,1.0078116823487901,1.0074080911938998,0.972153364973117,1.0
0.5199123968961772,1.0214767897057007,1.0298362492899926,1.0077033069555588,1.0074196896549819,0.9722873901596576,1.0
0.48591208549175957,1.01522328609805,1.0202793663256706,1.022037841269318,0.9977138097813196,0.9606640599948087,1.0
0.4843833583874095,1.0243700896340684,1.0122275398016363,0.9913336343737941,0.987690810102087,0.96617883916884,1.0
0.4976725974840501,1.0090478414833028,1.0185883564608684,0.9996605857088695,0.9930787828804207,0.9506895337431275,1.0
0.4894278982194883,1.0143476257403212,1.0238494738286699,0.9942233924145868,0.999537729687767,0.9622346994011803,1.0
0.48553260655001673,1.0103653419929917,1.027781264895188,1.0182774747100187,1.0049161127130295,0.9716236517390173,1.0
0.4733675262655966,1.005611834144287,1.0225259720382691,1.0036128836798308,0.9992161749835446,0.9669185106791097,1.0
0.47000475532842595,1.0046733706611772,1.014383478361323,0.9924401603761069,0.9910874463360893,0.969265450529691,1.0
